t_formated,genout_coal_interp,genout_ng_interp,genout_nuclear_interp,genout_solar_interp,genout_wind_interp
16-Feb-2021 00:50:00,5106.712861,25024.4883,1328.320802,1102.756892,18020.05013
16-Feb-2021 01:00:00,5179.455993,25065.6789,1328.320802,1102.756892,18020.05013
16-Feb-2021 01:10:00,5320.903169,25049.12999,1328.320802,1102.756892,18020.05013
16-Feb-2021 01:20:00,5398.569954,25017.39643,1328.320802,1102.756892,18020.05013
16-Feb-2021 01:30:00,5396.966681,25010.78984,1328.320802,1102.756892,18020.05013
16-Feb-2021 01:40:00,5393.483709,25012.53133,1328.320802,1102.756892,18020.05013
16-Feb-2021 01:50:00,5393.483709,25012.53133,1328.320802,1102.756892,18004.64703
16-Feb-2021 02:00:00,5393.483709,24985.66269,1328.320802,1102.756892,17968.11883
16-Feb-2021 02:10:00,5393.483709,24952.06441,1328.320802,1102.756892,17937.59137
16-Feb-2021 02:20:00,5393.483709,24902.18807,1328.320802,1102.756892,17997.80087
16-Feb-2021 02:30:00,5393.483709,24727.46204,1328.320802,1102.756892,18064.0572
16-Feb-2021 02:40:00,5393.483709,24510.5902,1328.320802,1102.756892,18149.78623
16-Feb-2021 02:50:00,5393.483709,24541.03703,1328.320802,1102.756892,18200.50125
16-Feb-2021 03:00:00,5393.483709,24680.50987,1328.320802,1102.756892,18200.50125
16-Feb-2021 03:10:00,5393.483709,24833.13676,1328.320802,1102.756892,18145.23748
16-Feb-2021 03:20:00,5393.483709,25046.70991,1328.320802,1102.756892,18077.1291
16-Feb-2021 03:30:00,5393.483709,25169.61521,1328.320802,1102.756892,18085.03796
16-Feb-2021 03:40:00,5393.483709,25285.02015,1328.320802,1102.756892,18110.27569
16-Feb-2021 03:50:00,5393.483709,25397.60534,1328.320802,1102.756892,18075.36093
16-Feb-2021 04:00:00,5393.483709,25323.08713,1328.320802,1102.756892,18006.92909
16-Feb-2021 04:10:00,5393.483709,25093.07276,1328.320802,1102.756892,17985.46612
16-Feb-2021 04:20:00,5393.483709,24805.1747,1328.320802,1102.756892,17962.00673
