date,fuel,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2017-01-07,wind,3399.1,3061.3,2726.0,2522.8,2650.4,2932.4,3164.5,3185.2,3380.9,3803.1,4064.5,4111.1,4146.6,4573.8,4783.9,4922.9,4584.7,4105.6,4209.1,4557.6,4805.9,4717.6,4506.8,4235.4
2017-01-08,coal,41431.0,41083.3,40923.1,41178.1,41421.9,41525.9,41792.5,41454.8,41946.9,41244.6,41681.5,42054.2,41598.5,41461.8,40855.2,40197.2,39988.9,41111.9,43614.2,44298.9,44385.2,43962.4,43018.3,42953.1
2017-01-08,gas,22036.6,21314.1,20541.3,20360.7,19517.8,19335.7,19491.3,20926.1,21974.2,22255.8,21157.5,19809.8,18659.0,18082.9,17072.6,16420.9,16588.7,17777.1,19973.7,19820.2,19948.9,19629.1,18730.5,17988.0
2017-01-08,hydro,502.6,492.4,491.1,503.2,514.6,574.2,653.1,836.7,1068.6,1326.5,946.3,626.7,588.5,565.4,557.5,553.1,552.8,850.5,1511.8,2309.6,1765.6,1041.6,648.7,558.0
2017-01-08,nuclear,10801.7,10789.7,10807.4,10818.8,10836.2,10850.1,10860.7,10865.7,10874.7,10881.5,10886.7,10887.4,10885.0,10854.8,10849.2,10853.9,10842.3,10837.3,10839.7,10840.3,10835.7,10852.4,10929.9,11002.5
2017-01-08,other,1016.0,1059.3,1081.9,1076.3,1046.4,1027.1,1006.8,1006.8,1047.8,1060.9,1084.1,1064.9,1046.3,1041.6,1047.2,1093.7,1096.4,1101.2,1120.5,1103.7,1051.6,1041.9,988.9,977.2
2017-01-08,wind,4114.0,4286.4,4624.1,5045.7,5789.4,6460.5,7288.2,8015.9,8497.2,9175.5,9589.6,9819.2,10013.0,10059.8,10287.2,10536.2,10731.9,10365.4,9531.8,9236.4,9085.5,8916.5,8224.2,6944.1
2017-01-09,coal,41885.3,40403.2,40003.2,40333.5,40635.3,41151.5,42023.6,43227.8,44119.2,44236.1,44343.9,44592.7,44599.2,43659.4,42197.3,40587.6,40214.4,41024.4,42109.4,43383.0,43569.9,42364.9,40482.3,37957.7
2017-01-09,gas,17801.3,17210.7,17359.8,17897.1,18509.6,19831.6,22396.4,26390.4,27146.9,26351.2,25244.7,23286.1,21817.2,20566.5,20306.6,19543.9,19299.0,20496.0,21222.5,20867.9,19710.0,17250.0,15675.7,14847.1
2017-01-09,hydro,528.2,512.4,507.1,498.7,499.5,593.7,865.4,2033.3,2192.2,1726.7,1215.4,793.4,672.1,590.2,719.3,629.0,640.2,1089.6,1696.6,991.2,902.4,1338.8,872.2,637.8
2017-01-09,nuclear,11024.8,11029.5,11029.9,11031.1,11030.3,11030.5,11031.6,11030.9,11028.9,11027.4,11030.7,11113.5,11215.0,11289.5,11321.0,11277.7,11115.7,11060.6,11039.9,11028.1,11023.1,11073.7,11092.4,11155.1
2017-01-09,other,941.9,935.2,944.1,961.9,1013.9,1032.6,1017.0,1060.9,1093.9,1103.9,1109.2,1116.1,1088.6,1095.6,1115.3,1119.1,1118.0,1132.2,1170.6,1162.6,1131.9,1120.7,1108.7,1093.3
2017-01-09,wind,6628.1,7088.4,6187.3,4539.5,3861.1,3346.3,3239.1,3196.6,3028.8,2966.6,3361.0,4257.5,5162.3,6234.8,7592.1,8821.9,9141.0,8596.9,8868.7,8808.9,8510.4,8882.4,9345.4,9055.8
2017-01-10,coal,35491.3,33831.9,32772.0,32214.8,32338.3,33431.1,36197.0,39565.3,41146.8,39621.5,38746.5,37584.9,36134.4,35572.7,34722.5,33592.9,33093.0,34092.0,37637.9,40014.5,40698.4,40909.2,39141.4,37740.1
