LMP,Load,temperature
17.46,37032.35,9.10
18.74,40975.14,9.20
19.52,42276.19,9.40
21.44,41570.84,9.60
20.37,41178.49,9.70
19.61,40729.10,9.70
20.34,40071.76,9.70
18.83,39337.67,9.60
18.08,38621.12,9.50
15.76,37897.32,10.00
15.96,37205.82,12.00
16.04,36960.46,13.90
16.39,38072.47,15.60
17.57,40312.16,17.20
18.54,40060.54,18.30
21.69,39387.75,18.90
19.33,37990.60,19.00
18.91,35579.00,18.40
14.18,33211.48,17.20
11.50,31502.09,15.40
8.69,30506.58,14.50
6.07,30016.55,14.10
7.25,29909.13,14.20
7.92,30679.64,14.30
16.48,33065.85,14.20
18.82,36858.85,14.10
26.07,38275.30,14.20
20.86,37841.80,14.10
20.23,37652.72,14.10
19.66,37815.17,14.00
19.66,38016.92,14.00
20.45,38199.59,13.90
17.32,38823.33,13.90
14.85,39418.73,14.40
13.00,40180.77,16.00
13.75,41542.45,16.80
14.85,43339.30,17.40
18.05,46054.96,18.30
19.56,46961.96,19.20
22.54,47472.80,20.00
25.19,47009.87,20.10
22.39,45407.97,19.50
19.80,43902.83,17.80
20.00,43257.88,14.20
21.39,43310.26,11.10
21.87,43803.66,9.40
21.54,44682.46,7.60
22.88,46427.38,6.00
24.15,49762.12,4.60
26.89,54466.76,3.40
104.94,56195.26,2.60
35.60,54892.39,1.80
27.51,53176.93,1.20
27.62,51160.73,0.60
29.58,48873.28,0.10
24.88,46417.51,-0.50
21.63,44374.21,-1.00
19.96,42437.74,-1.30
19.23,41260.96,-0.30
19.31,41268.08,1.40
20.09,42932.72,3.30
20.32,45894.61,5.20
21.78,46650.60,6.80
20.11,46973.34,7.90
20.08,46726.06,8.60
19.83,45867.43,8.60
19.69,44759.46,7.80
19.20,44063.67,4.80
21.32,43854.35,3.20
21.13,44119.43,2.50
21.48,44583.61,1.80
21.85,45617.01,1.30
22.28,47187.41,0.70
22.93,49302.18,0.40
24.21,51188.34,0.00
29.29,51634.22,-0.40
40.03,50659.55,-0.70
39.02,48705.24,-1.10
37.29,46242.44,-1.40
32.46,43677.64,-1.70
26.51,41244.68,-2.00
22.88,39376.66,-1.70
20.04,38236.39,0.60
19.04,38152.09,3.30
18.88,40019.98,5.60
19.26,43333.23,7.40
19.09,44645.79,8.80
18.92,45337.11,9.80
18.90,45538.75,10.30
18.34,44923.70,10.30
17.96,44142.77,9.20
18.87,43480.89,5.10
18.07,43194.04,3.70
17.77,43316.96,3.00
17.61,43671.99,2.30
18.10,44383.04,1.70
19.24,45601.40,1.00
19.57,47287.03,0.40
22.46,48716.78,0.00
24.69,48857.88,-0.40
25.45,47164.69,-0.60
25.05,44603.21,-0.80
24.31,42014.27,-1.00
20.26,39831.78,-1.20
20.71,37914.17,-1.20
19.67,36468.39,-0.80
19.74,35651.85,1.50
19.19,35643.04,4.40
19.10,37332.27,7.00
20.36,40310.79,8.90
26.32,41288.19,10.40
23.67,41797.39,11.30
22.53,41496.74,11.70
20.58,40345.44,11.60
19.03,38985.18,10.60
18.53,38149.66,6.80
16.86,37887.52,5.00
11.44,37934.82,4.30
15.34,38529.94,3.80
16.55,39793.90,3.30
17.19,42134.13,3.00
21.14,45036.16,2.80
19.66,46567.26,2.80
21.25,45854.41,2.90
20.77,44075.00,3.00
21.95,42243.16,3.00
18.21,40567.97,3.00
18.00,38983.61,3.10
17.01,38083.97,3.30
2.95,37608.99,4.40
-0.10,37659.21,9.20
-1.00,38700.48,12.40
-0.49,40980.25,15.30
7.87,43384.91,16.80
17.01,44178.09,17.60
16.57,44361.78,17.90
16.32,43912.24,17.60
16.35,42842.90,16.50
10.77,41805.45,14.90
0.75,41501.25,12.70
2.03,41948.93,11.50
10.91,42904.88,10.50
16.82,44370.40,9.70
17.75,46704.62,9.30
17.84,50203.00,9.00
19.24,54591.20,8.90
24.80,57599.10,9.20
28.78,59101.23,9.00
32.67,60335.55,7.40
39.14,60931.80,5.20
64.79,61128.85,3.20
59.47,60763.02,1.70
176.23,59907.48,0.70
62.39,58805.36,-0.10
40.42,58429.65,-0.50
42.38,58984.73,-0.80
38.37,60851.18,-1.10
70.12,63071.00,-1.20
962.35,63383.23,-1.20
187.18,62784.95,-1.10
281.82,61385.16,-1.00
155.61,59097.02,-0.90
41.88,57373.49,-1.00
40.82,56461.05,-1.50
47.94,56263.05,-1.90
44.68,56489.91,-2.30
45.22,57146.68,-2.80
45.81,58701.54,-3.40
51.94,61281.66,-3.80
58.23,64579.62,-4.40
160.75,65750.26,-4.90
715.02,64628.61,-5.40
303.43,62744.42,-5.80
146.74,60532.71,-6.20
93.95,57953.55,-6.60
57.04,55513.10,-6.80
47.40,53169.51,-7.00
61.81,51137.05,-6.80
50.99,50081.41,-5.00
52.30,50573.66,-3.00
42.95,53417.05,-1.10
58.99,57449.36,0.60
68.91,58587.05,1.90
68.33,58725.96,2.80
75.53,57472.17,3.20
56.99,55162.33,3.10
53.75,53263.69,2.30
38.34,52194.08,-1.50
28.39,51972.69,-2.90
25.72,52154.44,-3.40
39.65,52669.85,-3.70
37.51,53908.13,-4.00
37.15,56558.88,-4.20
43.97,60498.39,-4.30
69.00,61356.68,-4.40
73.22,59652.09,-4.40
61.69,57562.37,-4.40
76.42,55610.73,-4.30
76.58,53459.82,-4.20
72.79,51156.19,-4.10
65.01,49385.22,-4.00
63.10,48261.21,-3.50
47.22,47986.28,-1.40
51.66,48812.93,0.50
56.18,50770.75,2.10
68.00,53089.79,3.60
91.01,53484.43,4.90
63.71,53362.06,5.80
61.47,51952.03,6.10
48.01,49297.54,5.90
34.98,46951.28,5.00
32.48,45387.90,2.70
20.03,44602.53,1.80
19.19,44351.26,1.50
18.63,44333.22,1.30
18.35,45203.81,0.80
18.81,47556.87,0.40
20.05,51297.22,0.00
25.28,52168.84,-0.10
25.69,50861.78,0.00
24.44,49781.34,0.20
27.79,48454.05,0.40
25.49,46648.71,0.50
25.56,45031.73,0.50
24.93,43476.25,0.70
23.82,42126.39,1.70
23.74,41447.40,5.10
24.20,41515.37,7.70
24.23,42446.08,10.40
28.08,43824.75,12.50
28.96,43328.37,13.60
34.60,42579.78,13.80
24.87,41280.54,13.30
24.35,39469.45,12.50
22.42,37357.05,11.40
17.52,35765.22,10.10
17.92,34609.24,9.70
17.81,33874.80,9.60
16.63,33606.16,9.50
16.00,33710.09,9.90
16.69,34548.29,10.30
17.03,35963.23,10.40
16.32,37253.53,11.00
15.91,38026.10,11.40
18.76,38327.80,11.70
20.01,37754.86,11.70
29.93,36753.46,11.90
26.79,35601.67,11.80
21.56,34696.07,11.80
18.65,33976.53,12.40
18.36,33534.31,14.40
17.31,33509.27,16.20
17.43,34074.78,18.00
19.55,35822.90,19.50
18.71,35884.39,20.40
17.87,35303.49,20.90
16.41,34590.44,20.80
13.34,33262.75,20.30
10.67,31667.01,19.20
8.84,30172.66,17.40
13.08,29093.77,16.60
8.08,28380.77,16.10
4.26,27977.21,15.80
1.59,27894.11,15.60
1.60,28241.04,15.50
1.73,29060.18,15.40
1.61,30005.06,15.40
7.01,31210.17,15.60
12.58,32473.40,15.60
18.45,33312.51,15.60
17.75,33921.55,15.50
17.48,34240.58,15.60
15.79,34323.25,15.70
14.18,34126.99,16.10
15.38,33987.50,17.20
13.87,34141.99,18.80
11.82,35251.77,20.30
16.41,36863.62,21.50
19.42,37104.82,22.10
18.80,36456.81,22.10
18.54,35146.59,21.70
19.48,33083.56,20.70
17.22,30981.76,19.20
7.23,29455.50,18.00
7.15,28712.14,17.50
10.81,28548.47,17.40
14.67,28981.66,17.40
14.59,30279.14,17.60
16.66,33123.20,17.80
18.70,37629.02,17.90
18.85,39655.79,17.90
20.56,39082.91,17.80
20.35,38671.97,17.60
18.71,38442.61,17.40
18.27,37940.60,16.90
17.29,37298.85,15.90
16.81,36739.78,14.30
16.41,36116.20,12.40
16.41,35662.16,12.00
16.57,35722.61,13.30
16.56,36845.32,15.00
18.04,39658.80,16.20
22.99,40504.21,16.90
29.67,40526.23,17.20
67.84,39735.47,17.10
28.86,37921.40,16.60
25.99,36198.64,15.20
21.48,35331.05,11.60
23.04,35230.91,10.00
21.43,35576.35,9.30
21.95,36296.89,8.50
21.49,38005.26,7.70
21.21,41529.62,6.70
257.12,46462.86,5.90
807.76,48283.17,5.20
137.66,46687.97,4.80
48.75,44296.43,4.80
32.78,42006.91,4.60
30.02,40003.80,4.00
36.49,38196.53,3.30
22.84,36980.36,2.90
20.97,36059.09,3.70
20.47,35473.47,6.80
19.96,35704.57,9.50
19.82,37001.61,13.20
20.38,40024.44,15.00
28.20,41059.68,15.90
23.05,41372.43,16.40
26.80,40780.15,16.40
24.09,39130.80,15.80
21.31,37500.89,14.00
20.14,36884.25,10.40
20.59,36946.18,9.00
20.92,37269.06,8.30
22.27,38185.16,7.60
24.46,39832.33,7.00
22.45,43196.66,6.40
22.65,48019.65,6.00
155.96,49528.43,5.70
37.29,47491.79,5.40
30.76,44707.00,5.00
24.03,42197.85,4.70
22.13,40106.38,4.30
21.41,38341.73,4.10
19.69,37122.86,3.90
19.17,36136.95,4.20
19.12,35493.72,5.90
18.77,35552.48,8.50
18.59,36487.04,12.10
19.03,39411.25,14.40
20.76,40532.12,15.50
22.69,40957.72,16.20
21.93,40536.07,16.40
21.46,38998.75,16.20
18.88,37525.46,15.20
18.11,36756.43,12.50
24.05,36748.91,11.50
24.73,37130.86,11.00
24.36,37992.09,10.70
25.04,39663.21,10.00
24.99,43204.45,8.90
24.36,48007.91,7.80
27.08,49418.01,7.40
27.63,47355.91,6.90
25.14,44650.27,6.40
26.13,42422.11,6.00
22.40,40508.90,5.10
19.34,39014.01,3.60
19.09,37925.82,2.10
18.73,37131.54,2.90
19.14,36698.74,6.90
18.90,36984.43,9.80
19.95,38258.09,13.20
24.75,40723.16,14.60
51.24,41295.98,15.40
41.76,41008.97,15.70
32.23,39737.69,15.30
32.37,37246.75,14.30
700.73,35133.53,12.50
30.63,33770.18,9.70
25.90,33093.25,8.60
21.40,32761.25,7.90
20.47,32865.91,7.20
20.09,33629.39,6.80
23.07,35965.01,6.50
22.97,39699.11,6.40
26.90,40868.64,6.40
27.17,40322.24,6.40
20.65,40080.59,6.60
24.46,39625.22,7.10
23.04,38759.97,7.70
21.54,37961.14,8.20
21.52,37312.85,8.60
20.61,36593.33,9.60
19.92,36069.62,12.00
19.56,36023.58,14.90
20.15,36528.76,17.70
20.75,37556.17,19.30
19.85,37131.12,19.80
18.65,36412.38,19.80
18.90,35276.70,19.30
18.72,33653.02,18.70
17.52,31706.28,17.70
16.47,30104.66,15.80
16.73,29049.75,14.60
16.36,28360.57,14.20
16.58,28185.47,14.00
15.93,28312.05,13.90
15.86,28942.73,13.70
16.16,30326.30,13.40
16.33,31916.84,13.40
16.74,33320.46,13.40
17.79,34583.36,13.50
18.83,35303.84,13.50
19.52,35436.91,13.60
18.07,35064.56,13.70
18.66,34366.18,13.70
19.31,33667.01,14.20
19.82,33305.48,15.40
19.53,33191.45,16.30
19.14,33819.41,17.00
20.08,35405.96,17.90
19.98,35543.58,18.70
18.96,35208.15,19.10
20.77,34538.83,19.20
20.23,33547.17,18.90
19.12,32329.75,18.30
18.98,31262.05,16.90
20.89,30610.52,16.10
20.88,30349.81,15.50
20.10,30430.60,14.90
20.23,30913.47,14.50
22.26,31796.42,14.30
25.80,33279.72,14.30
23.57,34771.55,14.20
32.99,35868.69,14.00
27.23,35904.18,13.80
31.32,35307.95,13.60
31.36,34453.37,13.50
29.38,33778.75,13.40
31.34,33175.98,13.20
30.72,32813.37,13.40
26.56,32581.29,14.40
26.50,32774.68,15.90
25.23,33493.23,17.40
23.35,35725.43,18.50
41.51,36478.93,19.20
28.56,36352.70,19.60
27.03,35636.03,19.70
26.55,34145.74,19.40
22.59,32569.32,18.40
20.11,31643.25,15.40
17.81,31360.14,13.50
17.89,31616.30,12.50
18.16,32337.91,11.50
16.51,33993.55,10.60
16.61,37461.50,9.70
17.60,42579.07,8.80
19.56,44468.55,7.90
20.60,43321.66,7.20
20.28,41947.03,6.60
21.02,40654.48,6.00
21.92,39345.79,5.40
21.45,38084.95,5.00
20.63,37123.78,4.80
20.07,36277.41,5.70
19.52,35722.42,8.50
19.03,35872.30,11.80
19.73,36919.31,14.90
20.73,39803.40,16.30
24.42,40772.71,17.10
23.91,40903.75,17.20
23.92,40030.50,17.00
22.24,38220.68,16.20
19.71,36503.65,14.80
18.38,35771.96,11.90
18.52,35832.60,9.60
17.07,36337.85,8.50
17.04,37210.48,7.60
17.46,38888.23,6.90
17.52,42272.57,6.20
18.56,47302.28,5.70
20.61,48664.19,5.10
22.44,46729.98,4.60
24.14,44466.29,4.10
24.84,42370.04,3.60
24.65,40325.01,3.20
22.82,38526.24,2.60
20.42,37434.48,2.10
20.29,36496.48,2.90
19.39,35911.00,5.50
18.94,36017.85,8.40
17.81,36970.85,10.70
18.64,39720.88,12.60
23.69,40657.34,14.10
24.06,40535.52,15.00
24.29,39626.00,15.40
22.84,37635.82,15.10
19.92,35617.57,14.00
14.25,34535.32,10.10
17.11,34148.17,7.90
17.12,34163.06,7.40
17.80,34579.24,6.80
18.39,35923.61,6.10
18.95,38832.00,5.60
19.89,43262.41,5.20
25.95,44190.07,4.90
25.13,42373.92,4.70
20.98,40478.68,4.60
19.58,38706.56,4.50
18.92,37291.46,4.60
19.18,36169.94,4.80
19.35,35523.65,4.90
18.74,34974.68,6.70
18.46,34730.34,11.00
18.28,34876.35,14.00
17.91,35341.94,16.60
18.12,37302.07,18.20
19.04,37656.90,19.20
19.08,37131.53,19.80
18.97,35799.75,19.80
18.01,33580.15,19.40
17.62,31396.97,18.10
8.89,29929.98,15.10
0.08,29275.95,13.70
1.33,29108.16,13.20
0.41,29276.84,12.80
7.50,30232.59,12.50
16.04,32799.19,12.20
17.27,36891.17,12.00
18.52,38140.71,11.80
18.13,37320.39,11.60
18.07,36947.82,11.40
18.65,36745.96,11.40
18.86,36478.52,11.50
18.92,36128.87,11.50
18.33,36095.70,11.50
19.95,35922.68,13.00
20.03,35778.12,16.10
19.22,35781.62,18.20
19.40,36315.25,20.30
18.25,38452.89,21.70
19.63,38951.26,22.30
18.80,38643.12,22.40
18.68,37443.32,22.40
18.65,35390.87,22.20
18.78,33352.31,21.30
18.51,32223.31,19.00
18.70,31823.02,18.00
19.04,31975.75,17.20
19.12,32583.05,16.50
19.25,33985.97,15.70
19.18,36923.82,14.90
19.18,41531.99,14.10
20.57,43304.51,13.20
22.75,42966.00,12.50
21.78,42327.56,11.70
22.37,41303.16,10.90
20.85,39800.33,10.10
20.09,38310.75,9.60
19.56,37266.77,9.50
19.63,36460.41,9.60
19.39,35877.76,10.20
18.78,36117.09,10.60
19.47,37251.33,11.10
19.48,39620.29,12.00
20.82,40116.64,12.60
20.97,40061.68,13.00
20.87,39448.93,13.10
20.44,38060.32,12.70
20.67,36399.92,12.00
20.84,35013.08,10.40
17.12,34262.80,9.20
17.55,33927.24,8.80
17.44,33981.55,8.40
16.28,34404.46,8.00
16.70,35561.06,7.80
16.17,37279.39,7.70
17.50,38976.02,7.60
18.75,40172.87,7.30
19.83,40678.24,7.10
20.23,40303.85,6.80
19.83,39587.05,6.70
19.96,38371.09,6.60
19.52,37337.48,6.60
19.36,36547.53,7.00
18.91,35991.97,8.10
18.98,35759.02,10.00
19.14,36295.71,11.90
20.47,37738.40,13.80
22.71,37621.46,14.70
20.28,37015.24,15.10
19.31,36026.50,15.30
19.20,34543.23,15.30
19.57,32961.79,15.00
19.67,31655.70,14.00
19.43,30766.00,13.70
19.62,30262.09,14.20
19.40,30082.04,14.50
19.41,30322.23,14.50
18.06,30989.58,14.30
17.44,32134.21,13.80
18.67,33343.25,13.20
19.52,34457.72,12.70
19.66,34881.23,12.40
19.73,34527.36,11.90
19.65,34182.97,11.40
19.46,33969.40,11.10
19.42,33908.06,11.10
18.59,33929.08,12.20
18.99,34101.34,15.00
19.43,34398.93,17.40
20.17,34834.71,19.60
13.62,36105.19,21.20
15.96,36643.19,22.30
17.64,36680.35,22.90
17.68,36412.30,23.10
18.07,35720.27,22.60
19.62,34187.93,21.40
20.15,33230.63,18.20
20.13,33166.35,16.30
21.77,33483.68,15.90
20.51,34311.22,15.60
20.69,35875.43,15.30
19.71,39075.11,14.80
57.91,43410.58,14.10
845.29,45301.76,13.20
69.82,44623.25,12.20
72.63,44006.87,11.30
23.88,43614.79,10.50
23.62,42994.86,9.80
25.49,42152.80,9.40
21.11,41263.88,8.90
20.64,40272.91,9.30
22.39,39618.81,11.30
24.60,39611.22,13.20
25.52,40394.28,14.70
60.60,42306.33,16.00
32.12,42647.86,16.90
22.44,42050.12,17.40
28.68,40493.80,17.60
20.47,38039.63,17.30
20.57,35663.91,16.60
20.81,34255.05,14.90
19.30,33636.31,13.50
19.08,33508.94,13.00
18.75,33630.80,12.60
17.61,34542.34,12.40
17.08,36990.58,12.40
17.29,40764.43,12.70
19.86,42080.89,13.10
20.82,41544.84,13.40
20.45,41829.87,13.40
22.37,41982.73,13.50
26.10,41864.43,13.40
25.77,41735.84,13.40
48.85,41802.99,13.40
21.82,41822.32,14.40
23.25,42227.58,16.20
23.51,43100.82,17.60
23.51,44618.08,19.30
32.01,46422.36,20.50
401.41,46666.06,21.20
27.97,46104.56,21.50
27.44,44526.29,21.30
25.96,42039.19,20.60
21.29,39786.76,19.60
21.02,38393.58,18.50
20.59,37822.27,17.70
20.06,37751.77,17.40
20.25,38042.72,17.20
20.10,39304.37,17.00
19.40,42430.74,16.70
19.94,47034.94,16.10
27.34,48812.58,15.00
34.45,48894.82,13.30
33.28,48809.49,11.10
37.95,48236.26,8.80
24.74,47221.91,7.50
20.94,45896.49,7.20
21.16,44800.36,7.00
20.35,43794.06,6.90
20.08,43446.61,7.30
19.76,43785.87,7.90
19.80,45240.94,8.70
20.58,47818.18,9.60
25.66,48601.12,10.40
23.40,48421.70,10.90
22.82,47200.35,10.90
22.35,44881.07,10.20
20.63,42772.15,9.20
20.07,41683.43,8.00
19.94,41456.46,7.00
19.57,41640.30,6.30
19.63,42172.87,5.80
19.55,43706.62,5.60
19.52,46872.20,5.50
19.68,51498.89,5.30
21.83,52545.15,5.10
23.84,50305.90,4.80
20.39,47675.59,4.60
21.04,45045.36,4.30
20.00,42622.12,4.10
20.19,40474.98,3.80
19.68,38906.57,3.50
19.40,37760.46,3.50
18.41,37210.60,4.60
17.55,37397.88,6.50
17.27,38479.92,9.00
17.47,40890.97,11.40
18.96,41799.40,13.30
19.14,41745.23,14.60
18.62,40743.89,15.20
17.98,38631.48,15.10
19.11,36457.56,14.30
18.23,34969.53,12.10
17.86,34200.59,10.80
16.78,33879.52,10.20
16.15,33823.10,9.80
16.45,34551.46,9.70
14.59,36860.91,9.70
15.16,40468.71,9.70
18.87,41377.48,9.80
18.65,40484.98,9.90
18.80,39715.04,10.00
19.31,38995.69,10.30
19.34,38264.38,10.50
19.61,37325.04,10.60
19.77,36666.17,10.60
19.91,36026.11,11.40
20.17,35667.46,13.30
19.85,35657.14,15.80
19.74,36082.59,18.10
20.12,37471.11,20.00
19.52,37459.95,21.70
18.91,36778.44,22.40
18.80,35730.19,22.40
17.62,34055.65,21.90
18.84,32096.12,20.50
19.50,30591.63,18.60
19.05,29598.41,17.70
17.73,29089.68,17.20
15.30,28966.96,16.80
0.75,29246.58,16.60
0.74,30170.57,16.70
3.59,32105.40,16.60
14.27,34204.80,16.50
16.04,36208.54,16.60
18.52,38407.33,16.60
19.74,39647.12,16.70
25.74,40390.67,16.70
26.11,40572.99,16.80
57.38,40374.07,16.80
25.49,40400.63,17.10
30.25,40565.88,18.10
40.08,40976.79,18.80
410.29,41707.66,19.40
30.75,43222.73,20.10
107.43,43534.17,20.80
25.20,43142.68,21.50
22.80,42437.04,21.80
19.54,41107.88,21.60
19.39,39966.09,20.70
19.03,39012.73,19.00
18.51,38606.22,17.60
18.31,38526.19,16.30
19.30,38987.42,15.10
19.38,39847.95,13.60
19.43,41056.69,12.30
20.82,42982.41,11.10
20.11,44839.93,10.10
21.39,47008.96,9.10
25.01,48851.56,8.10
23.33,49939.17,7.30
22.04,49949.88,6.40
25.44,49111.06,5.70
24.63,47853.27,5.00
23.72,46636.99,4.60
21.35,45765.84,5.00
21.15,45768.19,5.80
21.57,46959.32,6.90
23.68,49358.56,8.10
91.31,50394.37,9.10
36.57,50409.99,9.60
53.35,49472.44,9.40
27.86,47298.70,8.50
23.92,45165.04,7.70
21.43,44122.43,6.70
20.81,43822.10,5.60
20.73,44089.90,4.80
21.04,44728.80,4.00
21.54,46216.01,3.50
21.64,49433.48,3.20
21.88,53940.73,2.80
29.08,55149.76,2.50
32.17,53826.11,2.10
27.74,52731.95,1.90
28.32,51579.52,1.60
30.33,49639.70,1.30
31.70,47266.95,1.10
46.68,45304.21,0.90
24.78,43605.27,1.50
21.61,42539.34,3.50
20.00,42646.01,5.40
19.73,44080.38,7.10
20.45,47053.17,8.70
89.81,48235.64,10.10
25.42,48097.40,11.10
33.45,46762.74,11.70
23.20,44074.20,11.70
24.89,41531.85,11.10
19.56,39882.82,9.80
19.04,39113.09,8.60
19.04,38735.39,8.00
19.04,38881.58,7.50
19.11,39839.86,7.20
19.76,42579.65,7.00
20.33,46605.68,6.80
39.66,47618.05,6.60
26.91,46875.44,6.40
26.69,46576.53,6.30
26.42,46302.38,6.20
23.21,45609.20,6.10
21.41,44584.22,6.00
20.08,43628.95,6.00
20.28,42813.27,6.50
19.75,42418.71,8.00
19.66,42861.63,9.30
19.66,44019.34,10.30
19.94,45593.51,11.10
21.57,45779.90,11.70
21.47,45087.72,12.40
21.14,43454.03,13.10
20.51,40706.22,13.50
19.50,38112.78,13.40
19.78,36385.43,12.40
19.67,35325.79,11.80
19.17,34851.71,11.80
19.11,34775.36,11.80
19.05,35602.02,11.90
19.27,38082.21,12.10
19.78,41760.34,12.20
21.83,42271.47,12.40
22.83,41207.69,12.80
20.71,40653.55,13.40
20.82,40047.42,13.90
21.62,39051.40,14.30
