LMP,Load,temperature
18.33,46019.06,3.00
20.47,48824.86,2.50
22.51,50161.95,2.00
22.72,49292.11,2.10
21.80,47110.97,2.30
24.86,45046.25,2.70
21.69,42861.74,3.20
20.40,40740.38,3.50
19.97,39193.20,3.70
18.74,37952.54,5.00
18.01,37056.14,7.40
17.98,36749.97,10.30
18.80,37954.15,12.20
21.52,40150.95,13.50
20.42,40524.77,14.60
20.29,40718.69,15.10
20.44,40572.59,15.00
19.78,39777.36,13.80
18.91,38636.92,11.00
18.67,37802.66,10.80
18.38,37500.87,10.60
17.96,37567.40,9.90
18.29,38055.28,8.80
18.86,38925.99,8.00
20.24,40399.26,7.50
21.18,42314.27,7.20
21.75,43898.22,7.10
21.82,43861.58,7.00
20.64,42009.97,6.90
20.54,39824.31,6.80
20.69,37778.89,6.70
21.69,36191.30,6.20
20.08,35090.53,5.90
18.68,34369.34,8.60
17.75,33968.36,10.90
17.11,33893.95,14.00
18.66,34818.77,17.00
18.51,36655.32,18.50
16.26,36685.04,19.30
12.05,36293.14,19.50
14.11,36061.71,19.00
13.02,35333.24,16.90
13.18,34516.55,13.00
10.18,33497.97,11.20
6.49,32912.23,10.30
3.28,32696.54,9.50
4.94,32846.38,8.90
4.66,33369.36,8.50
7.19,34294.11,8.20
9.99,35666.49,7.90
12.97,36737.77,7.70
17.22,37361.89,7.80
18.10,36988.64,7.90
14.93,36089.82,7.80
11.93,35467.03,7.70
10.19,34979.30,7.80
8.94,34661.30,8.50
8.77,34290.90,13.10
7.36,34185.25,16.10
8.86,34396.06,18.50
10.47,35477.15,19.70
17.60,37288.03,20.40
17.02,37262.38,20.70
13.85,36578.87,20.40
12.30,35402.97,19.50
8.95,33530.22,17.90
-0.32,31444.94,16.30
-0.84,29951.42,15.70
-0.85,28888.13,15.20
-0.85,28509.16,14.90
-0.69,28448.76,14.30
-0.19,29234.03,14.00
0.79,31171.02,13.90
16.17,34165.56,14.00
17.64,35608.38,14.20
17.32,35841.40,14.40
17.81,36212.98,14.20
18.99,36721.64,13.30
20.40,36958.65,13.00
20.73,37129.57,13.00
20.25,37400.73,13.70
20.02,37415.02,16.50
20.15,37256.00,18.00
20.31,37040.10,19.40
21.26,37675.47,20.50
25.44,39334.73,21.40
23.76,39036.94,21.80
23.02,38102.85,21.90
20.61,36691.15,21.40
16.58,34494.75,20.40
16.07,32188.18,18.80
14.77,30517.70,18.20
15.67,29651.79,17.80
16.39,29322.56,17.20
16.95,29433.27,16.70
16.16,30256.87,16.20
17.27,32662.40,15.80
20.96,36377.02,15.40
25.28,37915.38,15.00
20.82,37526.82,14.60
19.33,37426.33,14.20
19.30,37546.54,14.30
18.30,37579.85,14.30
21.74,37548.28,14.00
20.50,37543.65,14.20
19.73,37387.00,17.00
20.11,37056.95,19.10
18.32,36954.57,21.40
19.60,37892.41,22.80
25.28,39711.81,23.40
21.09,39624.42,23.50
20.06,38957.56,23.30
20.27,37528.87,22.90
19.93,35294.85,21.90
18.75,33093.64,19.70
17.38,31703.29,18.50
16.65,31022.75,17.30
16.54,30920.24,16.00
16.78,31153.62,14.90
18.07,32103.95,14.20
20.26,34663.80,13.60
24.71,38875.83,13.10
27.23,40521.46,12.80
35.95,40183.38,12.50
24.62,39893.06,12.30
22.78,39416.00,11.90
21.60,38633.80,11.30
20.70,37742.71,10.70
20.38,37179.87,10.40
20.20,36672.13,11.70
18.94,36349.94,13.20
19.18,36610.19,14.40
19.66,38087.22,15.40
28.13,40519.75,16.00
24.53,40951.20,16.30
25.65,40787.55,16.30
22.96,39841.14,15.80
21.41,37757.96,14.40
19.52,35753.96,11.40
18.92,34566.11,10.10
18.03,34022.04,9.40
17.75,33842.49,8.50
18.01,34153.77,7.70
17.87,35209.47,7.40
18.20,37864.64,7.00
21.29,41955.08,6.30
25.25,43286.59,5.70
20.84,42544.97,5.30
21.66,41963.33,5.00
23.28,41345.34,4.80
19.09,40512.84,4.40
19.48,39630.88,4.10
21.37,38939.95,4.60
20.45,38381.12,7.40
20.17,38146.33,9.80
19.01,38548.94,12.70
20.84,39768.92,14.10
36.16,41670.70,14.90
22.65,41831.15,15.50
21.37,41439.01,15.80
20.60,40204.79,15.40
22.72,37945.37,14.00
19.49,35824.75,12.10
19.60,34400.06,10.80
18.52,33634.18,10.00
18.29,33293.68,9.40
18.83,33377.56,8.80
20.05,34307.84,8.40
19.05,36691.04,8.10
20.59,40406.16,7.80
24.49,41804.01,7.60
22.73,41400.43,7.40
22.29,41381.06,7.30
21.06,41303.14,7.10
21.45,40753.17,6.90
20.86,40033.88,6.70
19.91,39524.29,7.20
19.08,39219.41,9.90
18.86,38943.27,12.60
19.22,39166.94,15.30
19.56,40109.05,16.80
20.30,40789.73,17.80
20.28,40061.64,18.30
24.30,39218.61,18.30
24.13,37958.44,17.70
21.70,36158.77,16.40
23.91,34269.38,13.80
23.74,32779.53,13.10
20.12,31759.26,13.10
18.71,31156.65,13.50
17.76,31059.96,13.90
15.44,31547.38,14.30
15.46,32826.18,14.60
19.48,34625.31,14.80
19.65,36352.77,15.00
19.72,37526.44,15.30
23.23,38354.51,15.70
21.47,38884.17,15.50
21.07,39122.71,14.90
21.26,38914.77,14.30
21.52,38534.19,14.30
20.81,38147.52,15.10
18.43,38075.80,15.80
18.45,38174.39,16.40
20.96,38969.66,17.00
61.38,40463.28,17.40
27.43,40356.81,17.50
34.68,39964.66,17.20
27.86,39392.50,16.40
64.85,38569.45,14.90
22.06,37439.34,12.20
21.85,36459.37,10.60
20.97,35978.74,9.70
19.68,35871.10,8.90
20.12,36085.92,8.00
20.08,36680.54,7.10
21.25,37811.26,6.20
20.32,39486.19,5.50
21.29,41155.39,4.90
22.85,42409.26,4.40
29.00,42990.13,4.00
32.36,42659.59,3.70
37.85,41765.26,3.30
29.80,40746.16,3.00
27.30,39927.13,3.50
25.47,39288.98,5.90
22.44,39188.88,8.00
21.56,39710.58,9.50
21.86,41576.88,11.00
45.65,44064.77,12.10
48.33,44875.96,12.90
47.80,44655.10,13.20
40.49,43649.92,13.00
32.75,41581.74,11.80
29.71,39683.72,8.70
23.08,38501.53,7.40
22.29,38018.17,6.70
22.06,38041.80,6.10
22.04,38517.61,5.40
22.19,39905.72,4.90
23.82,43103.13,4.30
27.36,47531.74,3.90
32.52,49085.71,3.70
93.64,48518.63,3.50
101.13,48252.26,3.10
30.82,47533.02,2.70
28.88,46295.33,2.40
23.19,44655.05,2.40
22.11,43093.32,2.60
21.94,41827.33,4.40
21.52,41189.35,6.50
21.77,41852.39,8.20
24.39,44140.24,9.80
49.80,46759.91,11.00
26.50,47023.87,11.90
25.60,46633.08,12.40
25.50,45134.42,12.30
23.31,42485.52,11.40
22.80,40329.33,8.70
23.95,38974.47,7.50
22.62,38135.89,6.90
21.75,37884.77,6.20
22.46,37986.08,5.60
23.00,38887.19,5.10
24.69,41544.42,4.50
52.00,45408.39,4.20
24.56,46653.48,4.00
41.53,45776.43,4.00
45.50,45243.40,4.10
53.39,44847.36,4.10
35.50,44126.87,4.20
27.25,43134.87,4.40
23.27,42320.14,4.80
22.12,41731.25,6.10
23.42,41506.89,7.50
24.75,42222.71,8.70
24.45,43944.85,10.00
30.28,45563.67,10.80
25.08,45353.03,11.10
25.06,44611.04,11.20
23.34,42792.55,11.10
22.18,40163.58,10.70
22.01,37725.85,9.70
21.59,36132.00,9.10
20.76,35324.74,8.80
20.49,34989.47,8.60
20.87,35106.88,8.50
21.28,36022.69,8.30
21.67,38479.93,8.10
28.33,42209.68,8.00
48.05,43149.83,7.60
32.63,42362.24,7.30
41.66,42088.07,7.10
32.66,41630.20,7.10
32.44,40837.59,7.30
27.68,40049.18,7.60
24.07,39286.59,8.30
23.12,38425.20,11.10
22.14,38063.73,12.80
21.55,38403.12,14.20
23.35,39670.71,15.10
25.93,41265.63,15.70
27.15,41086.01,15.90
30.84,40344.52,15.80
24.91,38878.13,15.40
22.52,36339.60,14.70
20.47,33930.27,13.90
17.53,32288.35,13.60
17.07,31344.39,13.60
17.74,30958.05,13.70
17.86,30978.45,14.00
18.38,31776.96,14.30
18.44,34167.34,14.60
20.50,37956.70,14.80
21.93,39399.11,14.90
22.31,38974.64,14.80
23.47,38808.92,14.70
39.91,38526.45,14.20
36.38,37970.22,13.50
37.04,37259.75,12.80
31.64,36723.83,12.70
33.56,36273.53,14.40
25.95,35906.88,16.00
24.99,36068.41,17.60
24.75,36939.97,19.00
32.71,39053.20,20.10
24.23,39415.91,20.80
27.70,39229.87,20.90
22.82,38223.83,20.50
21.08,36330.10,19.00
21.68,34390.20,15.80
26.93,33161.82,14.60
21.80,32694.33,14.10
20.60,32476.97,13.70
21.12,32648.68,13.40
23.51,33575.67,13.20
45.87,35925.85,12.90
27.49,39626.27,12.60
55.09,41157.13,12.30
33.62,40718.08,12.00
35.11,40332.07,11.70
42.81,39815.47,11.40
29.15,39150.66,11.10
27.75,38544.93,11.10
25.25,38145.32,11.40
22.91,37548.12,13.20
23.43,37072.79,14.50
23.52,36990.88,15.50
25.78,37512.87,16.50
30.94,38526.43,17.40
23.92,38106.48,18.20
23.80,37353.23,18.90
24.60,36292.38,19.30
20.93,34858.01,19.20
16.61,33078.27,18.60
11.90,31626.18,18.40
0.18,30862.22,18.30
0.19,30797.75,18.40
0.07,31372.00,18.40
0.72,32567.46,18.50
4.19,34680.40,18.70
19.99,37325.70,18.70
23.06,40072.34,18.70
109.47,42575.86,18.70
24.55,44134.05,18.20
32.67,44598.81,16.70
29.05,44150.50,13.90
22.63,43223.18,10.90
21.65,42057.26,9.20
21.84,41085.14,8.90
21.98,40481.50,9.00
22.34,40650.08,9.30
20.98,42072.64,9.60
49.40,44941.32,9.90
34.70,45497.72,10.00
42.65,45698.96,9.80
42.40,45458.97,9.40
32.96,44662.74,8.50
27.14,43760.00,6.90
30.53,43105.64,5.70
25.50,42934.38,4.90
27.15,42968.76,4.20
24.60,43310.28,3.60
24.46,44147.11,2.90
27.81,45461.15,2.30
28.58,47269.69,1.90
28.88,48930.57,1.40
29.40,49352.03,0.80
26.11,48258.39,0.30
24.70,45954.71,-0.20
21.75,43536.42,-0.70
22.60,41259.63,-1.20
21.37,39360.87,-1.00
21.22,37870.02,0.90
21.24,37021.76,2.90
20.43,36908.05,5.10
20.46,38623.19,7.10
22.11,41764.02,8.80
20.29,42989.13,10.00
18.90,43149.91,10.80
18.06,43278.15,10.90
18.82,42117.82,10.00
16.62,40672.66,7.30
16.24,39769.57,6.10
16.79,39392.82,5.40
16.34,39492.74,4.90
16.98,40131.43,4.40
17.69,41480.83,3.70
18.99,44062.28,3.20
23.44,47294.81,2.90
24.33,48973.17,2.70
25.60,48555.60,2.50
23.89,47276.35,2.30
22.89,45876.79,2.40
21.03,43851.34,2.60
21.08,41660.64,2.70
23.99,40059.51,3.50
21.48,38776.98,7.60
20.58,38099.47,10.80
20.58,38210.68,13.50
20.64,39391.61,15.10
30.45,41701.86,16.20
22.49,41813.35,16.70
23.07,41171.78,16.70
21.51,39776.18,16.20
16.55,37287.92,15.20
8.73,34785.36,13.70
1.09,33150.44,13.20
-0.30,32192.33,13.20
4.23,31703.01,13.30
7.98,31687.40,13.60
13.33,32456.77,13.90
24.98,34693.95,14.20
23.41,38275.89,14.30
21.74,39264.48,14.50
21.49,38572.21,14.70
21.51,38427.63,14.90
21.34,38336.78,15.10
20.56,38194.59,15.20
19.65,38047.38,15.40
19.77,37928.79,15.80
21.44,37764.84,16.60
20.23,37721.46,17.70
20.26,38197.91,18.70
21.44,39549.46,19.40
22.59,41482.78,19.80
22.81,41948.52,20.00
22.86,42046.29,20.00
21.28,41183.02,19.60
20.08,39507.97,18.90
19.65,37858.39,18.10
20.68,36873.98,17.60
21.35,36896.55,17.40
20.55,37340.88,17.30
20.50,38581.72,17.30
20.66,40620.61,17.40
18.46,44170.89,17.10
25.33,49254.28,15.90
57.68,51796.13,13.00
55.41,51379.73,9.80
234.09,50589.11,7.50
40.46,49544.32,5.90
31.67,48035.87,4.70
24.08,46272.75,3.80
21.16,44752.20,3.10
20.42,43121.39,2.70
19.40,41972.03,2.60
18.79,42017.48,3.20
20.31,43479.12,4.40
39.68,46781.50,5.90
45.34,48121.02,7.10
48.83,48589.28,7.70
35.60,47987.48,7.90
28.91,46144.01,7.40
23.08,44401.86,5.20
21.87,43536.77,3.70
21.55,43331.08,3.00
20.19,43556.08,2.40
19.34,44178.62,1.90
19.61,45683.09,1.50
22.59,49021.02,1.20
30.78,53643.79,0.90
35.64,54669.51,0.70
27.15,51857.41,0.80
23.65,48510.56,0.90
21.63,45580.34,0.90
20.99,42871.23,0.50
21.54,40657.34,0.10
20.66,39133.05,0.60
19.64,37937.15,3.70
18.68,37398.88,6.40
18.35,37622.24,9.90
18.61,38843.87,12.00
20.90,41673.85,13.60
21.00,42862.67,14.40
20.72,43318.42,14.60
20.11,42613.91,14.20
19.60,40928.54,13.30
19.53,39360.37,10.10
19.61,38608.96,8.40
18.87,38644.35,7.20
19.38,39025.47,6.00
19.93,39806.29,5.30
21.16,41435.47,5.10
22.16,44648.20,5.30
34.79,49074.60,5.80
48.48,50406.26,5.90
42.15,48816.55,5.60
32.05,46875.89,5.20
24.70,44800.02,4.60
23.75,42650.24,3.80
22.86,40734.47,2.70
21.13,39344.56,3.20
20.05,38202.49,6.30
19.18,37591.35,8.40
19.67,37812.06,11.60
20.45,38772.60,13.70
22.74,40973.44,14.80
22.31,41315.58,15.20
21.60,41286.14,15.30
21.51,40874.98,14.80
21.62,39724.34,13.40
21.48,38343.07,9.70
22.92,37355.93,8.30
21.54,36777.14,7.90
21.49,36532.52,7.30
21.43,36588.77,6.90
21.10,37097.18,6.50
22.14,38260.56,6.20
23.46,40148.15,6.00
28.38,41852.89,5.90
51.80,42579.34,5.80
36.53,42093.64,5.70
30.94,40660.88,5.50
23.69,39039.66,5.40
20.70,37520.85,5.20
21.05,36242.41,6.20
20.62,35288.83,10.10
20.55,34739.22,12.70
20.03,34863.76,15.30
20.49,36079.41,16.60
26.65,38021.34,17.40
25.82,38343.58,17.60
24.14,38250.03,17.40
23.35,37830.25,16.90
24.46,37064.93,15.60
27.22,36040.12,13.30
23.04,35064.52,11.90
23.93,34729.02,10.90
24.06,34628.95,10.30
27.19,34985.06,10.00
22.20,35522.56,9.90
21.92,36574.43,10.00
23.61,38194.77,10.10
23.59,39753.83,10.20
25.39,40424.01,9.90
23.40,39681.49,9.10
23.51,38157.74,8.30
22.20,36835.57,7.90
21.31,35691.72,7.70
20.55,34818.62,8.30
19.83,34189.76,10.80
19.39,33866.04,13.10
18.74,33943.07,15.20
19.30,34891.31,16.50
20.56,37539.36,17.20
22.00,38610.22,17.50
22.36,38919.41,17.50
21.87,38441.82,17.00
18.39,37020.92,16.00
16.16,35538.01,13.40
15.06,34442.82,12.70
16.33,33945.90,12.80
15.87,34072.42,11.70
15.61,34561.02,9.80
16.37,36026.97,8.30
17.53,39003.56,7.80
21.33,43325.01,7.60
42.50,44474.45,7.40
21.91,42969.52,7.30
19.89,41406.93,7.40
18.06,39850.33,7.90
16.04,38725.82,8.40
13.19,37842.22,8.60
12.82,37421.65,9.20
13.73,36970.74,12.20
15.42,36787.84,14.90
15.12,37254.04,17.40
15.56,38404.47,18.70
20.62,40909.38,19.40
22.19,41635.92,19.90
21.16,41519.61,19.90
20.74,40498.18,19.50
22.01,38796.25,18.30
20.08,37200.24,15.60
21.03,36608.23,14.70
19.28,36776.55,14.30
19.13,37327.58,13.80
21.35,38497.80,13.40
21.13,40641.34,12.50
27.67,44595.15,10.60
55.67,49811.42,8.30
137.18,51758.52,6.90
36.58,50303.05,6.00
26.83,48546.71,5.10
25.32,46756.81,4.20
21.76,44927.51,3.30
20.67,43119.92,2.40
19.64,41645.48,2.10
19.21,40371.79,3.20
18.85,39732.20,4.60
19.20,40438.06,6.30
21.41,42743.55,7.80
86.99,46095.96,9.00
28.98,46889.54,9.90
27.48,46855.70,10.10
23.81,45618.12,9.80
21.07,43337.92,8.90
19.30,41274.11,5.90
18.72,40105.03,4.70
19.01,39667.23,4.10
19.83,39697.93,3.50
20.56,40162.86,3.40
21.16,41549.90,3.60
21.32,44728.61,3.60
57.25,48909.19,3.60
37.49,49940.27,3.50
36.07,48738.48,3.10
38.15,47776.44,3.20
25.37,46696.05,3.30
20.51,45102.51,3.30
19.57,43519.82,3.30
19.52,42592.92,3.50
19.04,41598.17,4.70
18.70,40855.64,6.40
19.61,41365.49,8.30
21.39,42938.88,9.80
28.17,45708.01,10.80
22.78,46323.21,11.40
21.26,46099.84,11.90
192.13,44781.20,11.70
21.23,42286.19,10.70
17.57,39918.88,8.10
17.50,38491.99,6.60
16.82,37709.96,6.40
16.88,37313.63,6.00
16.78,37279.95,5.80
16.69,38084.49,5.60
17.67,40552.98,5.60
20.15,44186.34,5.60
22.10,45158.21,5.70
21.05,44281.42,6.30
25.47,43755.51,6.90
21.94,43191.04,7.40
22.01,42327.39,7.70
21.95,41372.89,8.20
21.67,40710.55,9.10
22.19,40060.91,10.40
21.97,39635.89,11.80
23.91,39945.59,13.20
27.39,40869.65,14.40
59.98,42142.19,15.20
23.74,42038.70,15.60
24.23,41242.71,15.80
21.50,39495.62,15.60
20.73,36999.28,14.90
20.52,34578.07,14.00
19.50,32980.13,13.40
19.63,31998.32,13.00
19.72,31605.72,12.90
20.03,31663.50,12.70
19.60,32348.20,12.50
17.77,34543.82,12.40
20.47,38069.21,12.50
21.74,39356.08,12.60
21.51,39043.26,12.50
20.74,38969.03,12.30
20.68,38684.73,12.10
21.25,38163.70,12.00
20.04,37494.44,11.90
19.65,37163.68,12.20
20.31,36738.53,13.00
19.95,36438.10,13.90
20.51,36339.91,14.90
20.44,36855.21,15.80
21.52,37992.82,16.80
21.30,37890.03,17.40
19.75,37315.05,17.70
17.67,36492.65,17.60
18.57,35003.71,16.90
29.13,33192.44,15.50
27.81,31680.63,14.60
17.47,30813.42,14.30
18.85,30320.49,14.10
18.21,30036.29,13.70
18.32,30296.83,13.50
18.31,31127.29,13.50
16.42,32490.03,13.40
18.28,33885.30,13.40
19.87,35211.13,13.10
25.30,36306.53,12.90
23.91,36819.78,12.60
22.58,36774.95,12.40
21.07,36229.19,12.30
20.40,35556.05,12.90
19.17,34945.43,14.30
21.13,34705.57,15.80
20.97,34667.73,17.10
22.31,35220.13,18.20
103.44,36456.50,19.00
23.68,36340.24,19.40
21.55,35839.81,19.40
21.18,35099.58,19.00
18.36,33841.96,18.20
16.18,32364.13,16.50
15.47,30890.77,15.40
14.40,29801.24,15.00
14.84,29237.79,14.60
12.39,28875.83,14.40
14.90,28859.88,14.30
15.11,29274.17,14.30
13.39,30157.80,14.30
17.26,31277.93,14.30
18.22,32673.08,14.20
19.27,33971.03,13.90
19.67,34743.39,13.60
18.69,35236.33,13.60
18.57,35320.18,13.70
17.38,35448.82,14.70
18.09,35503.00,16.40
18.11,35651.62,18.10
18.79,35930.44,19.90
19.18,36016.59,21.20
22.25,36883.85,22.00
21.71,36885.60,22.50
19.12,36356.02,22.40
18.42,35889.84,21.80
18.34,34302.81,20.90
16.92,31883.41,19.50
5.63,30092.26,18.70
0.97,28995.52,18.10
0.01,28443.88,17.80
4.41,28439.74,17.30
13.29,28979.14,16.90
18.32,31022.00,16.80
20.55,34580.88,16.50
22.28,36102.53,16.00
20.43,36217.87,15.70
23.26,36834.19,15.80
26.48,37382.84,15.60
21.95,37779.13,15.70
22.03,38223.29,15.70
22.17,38618.01,16.70
20.79,38791.38,19.00
18.99,38791.86,21.20
18.74,38892.99,22.80
18.21,39089.68,23.70
19.30,40485.96,24.00
19.69,40607.14,24.00
19.46,39694.45,24.10
18.67,38101.72,23.80
20.21,35586.13,22.60
18.01,32883.03,20.90
17.82,31016.66,19.70
15.92,29884.46,19.10
13.54,29341.19,18.50
15.74,29094.70,18.20
16.43,29601.56,17.80
16.96,31559.73,17.40
19.75,35193.83,16.90
21.08,36740.60,16.60
20.08,36716.93,16.30
23.95,37231.31,16.10
21.99,37940.10,16.00
21.68,38400.63,16.00
20.12,38670.81,15.90
18.99,39089.66,17.10
18.48,39181.39,19.30
18.40,39194.72,21.40
21.12,39119.33,22.80
21.56,39211.49,23.70
39.29,40563.98,24.20
24.35,40634.59,24.40
22.42,39733.33,24.00
19.62,38239.13,23.40
20.69,35936.64,22.50
18.51,33261.31,21.10
14.39,31459.11,20.00
16.24,30294.05,19.40
12.55,29668.98,18.50
11.90,29522.54,17.80
15.91,29999.31,17.60
17.01,31909.43,17.60
19.59,35397.23,17.70
34.80,36912.84,17.90
19.32,36932.26,18.30
19.58,37673.39,18.60
20.19,38504.56,18.90
19.52,39121.98,19.00
19.63,39640.69,19.10
20.29,40205.90,19.40
18.78,40214.17,20.40
19.34,40331.66,21.50
18.23,40385.01,22.60
17.03,40556.06,23.30
19.33,41660.14,23.60
20.84,41660.25,23.50
18.74,40883.91,23.20
18.93,39323.17,22.60
18.67,36738.66,21.70
16.81,34116.44,20.40
13.84,32142.36,19.60
14.76,31007.23,19.40
2.39,30408.47,19.20
10.14,30169.54,19.20
12.76,30598.86,19.50
17.12,32268.55,19.80
19.08,35643.09,19.90
44.46,37230.74,19.90
22.88,37830.33,19.70
25.45,38883.33,19.50
20.77,39998.67,19.10
20.20,40557.65,18.80
20.02,40368.75,18.60
19.08,40140.27,19.20
17.37,39689.96,20.40
16.73,39397.11,21.40
15.90,39784.10,21.90
16.59,41078.32,21.90
19.11,43866.35,20.80
19.38,45020.72,18.60
19.33,45361.42,16.00
19.54,44699.60,14.00
18.64,43102.65,12.50
17.51,41556.15,11.00
17.38,40658.70,9.70
17.13,40525.60,8.80
17.57,40948.54,8.10
18.41,41797.88,7.50
18.81,43456.23,6.70
19.22,46785.76,6.00
32.75,51649.18,5.20
30.96,53731.26,4.50
36.36,53581.56,3.80
54.95,53723.47,3.30
70.80,53044.39,3.00
32.32,52413.19,2.70
33.55,51610.60,2.40
26.98,51186.35,2.30
23.65,50763.62,2.70
21.10,50701.55,3.40
21.88,51346.69,4.30
24.36,52476.57,5.20
36.61,53645.52,6.00
27.41,53314.38,6.40
26.19,52495.36,6.40
28.15,51199.24,6.00
27.28,49300.50,5.50
21.76,47318.84,4.80
22.89,45830.47,4.30
22.49,44937.80,4.00
21.67,44317.83,3.80
20.86,44142.80,3.60
20.83,44493.65,3.40
20.40,45484.96,3.20
25.87,47073.39,3.10
31.23,48714.50,3.00
28.01,50051.34,2.80
94.02,50938.84,2.80
51.28,51300.06,2.80
24.61,50760.67,2.80
25.06,49789.37,2.90
23.22,48915.67,3.20
20.71,48315.67,4.20
19.42,48124.87,5.40
19.78,48328.69,6.30
20.59,49113.56,7.10
30.82,50378.80,8.40
42.39,50181.60,9.10
40.43,49491.72,9.10
29.85,48387.39,8.80
27.34,46541.30,8.50
30.37,44765.32,7.70
29.26,43315.13,6.90
33.77,42340.90,6.40
26.66,41678.32,6.10
24.95,41310.11,5.90
23.04,41389.06,5.90
21.21,41951.86,5.90
25.85,42943.64,6.10
23.78,43974.38,6.20
26.86,44936.30,6.50
44.95,45465.63,6.80
27.45,45135.65,7.00
58.10,44401.11,7.20
39.21,43467.38,7.40
48.19,42574.62,8.00
37.86,41755.55,9.80
42.25,41388.42,12.30
30.35,41479.63,14.90
21.30,42318.64,17.10
32.61,43784.92,18.60
22.57,43970.85,19.30
21.11,43204.36,19.50
28.21,41800.16,19.30
25.44,39449.32,18.50
21.76,37030.84,16.90
216.54,35369.30,15.60
20.72,34506.89,15.30
20.63,34072.44,15.00
19.79,34089.00,14.90
20.59,35045.60,14.80
20.38,37511.60,14.90
529.53,41026.16,15.00
309.71,42184.58,15.30
23.22,41585.07,15.70
56.65,41427.29,15.90
73.59,41126.67,16.10
27.50,40826.68,16.30
20.83,40568.45,16.30
18.36,40116.34,17.10
18.72,39779.96,18.40
17.97,39586.05,20.00
18.62,39736.97,21.50
19.30,40422.18,22.30
19.87,41618.70,22.50
23.55,41684.74,22.40
21.80,40889.23,22.50
20.51,39260.65,22.00
18.72,36924.73,21.10
14.28,34541.07,19.80
7.45,32946.90,19.00
1.99,32106.18,18.80
5.80,32067.35,18.50
9.95,32252.91,18.10
3.68,33301.67,17.60
3.80,36278.50,17.40
15.87,40757.44,17.50
19.32,42441.66,17.40
19.45,41659.64,17.20
19.57,40868.51,16.30
19.34,40049.26,14.80
19.28,39071.24,13.70
18.73,38123.43,12.40
18.47,37448.94,11.20
18.42,36810.35,11.70
18.14,36392.55,13.10
18.00,36509.08,14.40
18.45,37114.83,15.40
20.60,39494.54,16.00
21.34,40967.70,16.40
18.83,41457.25,16.40
18.65,41051.13,16.00
17.19,39554.71,15.00
15.54,37946.66,12.20
16.73,37060.01,9.70
15.43,37034.95,9.00
16.00,37393.09,8.30
16.33,38290.71,7.50
17.52,39957.84,6.80
17.97,43480.17,6.10
24.60,48392.37,5.30
26.53,49543.95,4.60
22.35,47227.89,3.90
24.13,44492.72,3.30
19.50,42265.08,2.90
15.94,40390.30,2.50
17.26,38900.45,2.30
15.51,38179.10,4.30
14.68,37629.24,7.30
13.68,37457.83,10.90
18.66,37813.41,14.10
23.14,38611.17,15.60
25.22,40761.92,16.60
24.66,41514.59,17.30
26.06,41213.22,17.50
26.18,40119.40,17.00
19.77,37940.14,15.70
17.83,35674.41,13.10
14.81,34228.54,11.30
12.82,33391.03,10.80
7.78,33045.28,10.70
8.86,33094.71,10.80
14.55,34039.93,10.80
16.30,36592.48,10.90
21.35,40444.43,11.10
23.64,41212.52,11.30
19.41,40110.04,11.00
18.97,39245.69,10.30
19.06,38350.97,10.00
20.99,37559.29,9.90
18.50,36914.08,9.60
18.76,36799.49,11.90
18.42,36642.90,15.10
19.00,36521.71,18.00
19.56,36490.25,20.00
21.00,36504.75,21.10
