,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2019-07-27,200631.0,86599.0,423325.0
2019-07-28,164454.0,77835.0,337742.0
2019-07-29,158827.0,77219.0,353072.0
2019-07-30,201315.0,86595.0,416199.0
2019-07-31,137098.0,63540.0,304717.0
2019-08-01,181270.0,78852.0,382973.0
2019-08-02,209547.0,86011.0,434693.0
2019-08-03,206237.0,90769.0,439632.0
2019-08-04,163887.0,80696.0,345268.0
2019-08-05,161868.0,79210.0,359624.0
2019-08-06,169761.0,76131.0,363464.0
2019-08-07,175143.0,76930.0,373989.0
2019-08-08,182061.0,77893.0,382847.0
2019-08-09,213693.0,88360.0,451878.0
2019-08-10,206254.0,93642.0,455377.0
2019-08-11,169698.0,86821.0,370693.0
2019-08-12,165534.0,80850.0,369688.0
2019-08-13,174779.0,81900.0,381975.0
2019-08-14,174672.0,79526.0,380351.0
2019-08-15,182800.0,83509.0,395318.0
2019-08-16,215513.0,89581.0,449898.0
2019-08-17,215491.0,98395.0,469818.0
2019-08-18,169967.0,92517.0,375297.0
2019-08-19,161447.0,82789.0,368222.0
2019-08-20,170203.0,80813.0,373363.0
2019-08-21,173470.0,79550.0,376301.0
2019-08-22,185863.0,80159.0,389540.0
2019-08-23,218320.0,85878.0,441665.0
2019-08-24,219905.0,97203.0,466473.0
2019-08-25,169928.0,91311.0,364597.0
2019-08-26,156097.0,81531.0,354595.0
2019-08-27,166996.0,78846.0,364017.0
2019-08-28,167783.0,78101.0,365131.0
2019-08-29,184445.0,82614.0,391701.0
2019-08-30,223541.0,94059.0,462984.0
2019-08-31,198550.0,96434.0,437690.0
2019-09-01,178223.0,83262.0,360064.0
2019-09-02,152959.0,83694.0,341151.0
2019-09-03,168685.0,81460.0,365463.0
2019-09-04,174620.0,79912.0,377555.0
2019-09-05,184446.0,80145.0,389986.0
2019-09-06,229474.0,89355.0,464382.0
2019-09-07,235519.0,100295.0,486724.0
2019-09-08,182150.0,91648.0,380045.0
2019-09-09,167439.0,82618.0,372170.0
2019-09-10,175928.0,79743.0,379852.0
2019-09-11,183951.0,81935.0,399149.0
2019-09-12,193985.0,83052.0,415070.0
2019-09-13,240035.0,93215.0,491048.0
2019-09-14,243809.0,102299.0,510743.0
2019-09-15,182466.0,92582.0,390476.0
2019-09-16,169092.0,85177.0,385569.0
2019-09-17,171487.0,83101.0,380681.0
2019-09-18,170580.0,78566.0,367315.0
2019-09-19,146147.0,64314.0,308501.0
2019-09-20,226596.0,94661.0,462351.0
2019-09-21,240520.0,100385.0,496269.0
2019-09-22,183666.0,89371.0,379133.0
2019-09-23,167002.0,81803.0,370347.0
2019-09-24,177960.0,78412.0,378924.0
2019-09-25,179206.0,78629.0,382493.0
2019-09-26,186576.0,77724.0,389370.0
2019-09-27,221219.0,85433.0,448314.0
2019-09-28,232188.0,96057.0,478445.0
2019-09-29,171955.0,86095.0,361456.0
2019-09-30,129737.0,65322.0,295275.0
2019-10-01,168214.0,78443.0,365144.0
2019-10-02,169633.0,76764.0,365398.0
2019-10-03,175196.0,77245.0,371694.0
2019-10-04,211905.0,83458.0,429738.0
2019-10-05,224543.0,92622.0,458052.0
2019-10-06,162682.0,84917.0,344632.0
2019-10-07,149210.0,76746.0,335051.0
2019-10-08,163496.0,75081.0,353746.0
2019-10-09,160778.0,73145.0,346628.0
2019-10-10,171180.0,73269.0,358409.0
2019-10-11,205450.0,85734.0,425996.0
2019-10-12,213592.0,89449.0,435854.0
2019-10-13,163058.0,80109.0,335902.0
2019-10-14,150029.0,77233.0,338851.0
2019-10-15,157439.0,75442.0,345801.0
2019-10-16,172964.0,83097.0,384027.0
2019-10-17,180504.0,82818.0,392097.0
2019-10-18,224734.0,89850.0,458942.0
2019-10-19,236523.0,100346.0,493052.0
2019-10-20,185343.0,94128.0,395193.0
2019-10-21,157221.0,84873.0,367637.0
2019-10-22,173288.0,81727.0,381592.0
2019-10-23,177756.0,81524.0,389404.0
2019-10-24,184525.0,83555.0,400471.0
2019-10-25,209027.0,93073.0,446433.0
2019-10-26,222865.0,100355.0,475602.0
2019-10-27,174693.0,89611.0,371944.0
2019-10-28,158418.0,84851.0,367162.0
2019-10-29,163595.0,79826.0,364984.0
2019-10-30,195584.0,102609.0,442626.0
2019-10-31,132557.0,71619.0,311241.0
2019-11-01,208109.0,88157.0,432907.0
2019-11-02,222345.0,97219.0,465198.0
2019-11-03,172507.0,91357.0,370272.0
2019-11-04,154444.0,81286.0,352615.0
2019-11-05,169707.0,78795.0,365774.0
2019-11-06,167493.0,78416.0,365795.0
2019-11-07,165196.0,75314.0,355393.0
2019-11-08,213231.0,90562.0,443884.0
2019-11-09,223588.0,98400.0,472217.0
2019-11-10,179428.0,92234.0,382525.0
2019-11-11,157674.0,84700.0,362988.0
2019-11-12,159985.0,80134.0,358922.0
2019-11-13,165424.0,80240.0,367909.0
