,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-01-10,47964.0,9001.0,67419.0
2020-01-11,45824.0,9253.0,66513.0
2020-01-12,34697.0,7961.0,50483.0
2020-01-13,40610.0,7869.0,57883.0
2020-01-14,38167.0,7404.0,54085.0
2020-01-15,44550.0,8018.0,62373.0
2020-01-16,43090.0,7613.0,60207.0
2020-01-17,41544.0,7416.0,58546.0
2020-01-18,38467.0,8209.0,56437.0
2020-01-19,34039.0,6703.0,48379.0
2020-01-20,31998.0,7171.0,48254.0
2020-01-21,40205.0,6903.0,55786.0
2020-01-22,48366.0,8395.0,67201.0
2020-01-23,42861.0,7523.0,59880.0
2020-01-24,48860.0,8671.0,68659.0
2020-01-25,35414.0,7116.0,51352.0
2020-01-26,30250.0,6654.0,44128.0
2020-01-27,43191.0,7875.0,61404.0
2020-01-28,40328.0,6707.0,55613.0
2020-01-29,43504.0,6998.0,59496.0
2020-01-30,46756.0,7297.0,62822.0
2020-01-31,54089.0,8715.0,73054.0
2020-02-01,46248.0,7915.0,63579.0
2020-02-02,31752.0,6415.0,44480.0
2020-02-03,42716.0,6456.0,56588.0
2020-02-04,41608.0,6064.0,54493.0
2020-02-05,40759.0,6010.0,54364.0
2020-02-06,39469.0,5867.0,52371.0
2020-02-07,44659.0,6646.0,59747.0
2020-02-08,42117.0,7336.0,59570.0
2020-02-09,30205.0,6108.0,43041.0
2020-02-10,40120.0,6509.0,54420.0
2020-02-11,39376.0,5933.0,52464.0
2020-02-12,43544.0,6495.0,57557.0
2020-02-13,41399.0,6561.0,55606.0
2020-02-14,46306.0,7245.0,62626.0
2020-02-15,40126.0,6512.0,55802.0
2020-02-16,34966.0,5647.0,47126.0
2020-02-17,31357.0,5491.0,44007.0
2020-02-18,36695.0,5299.0,49398.0
2020-02-19,41360.0,5666.0,54562.0
2020-02-20,43980.0,6487.0,59133.0
2020-02-21,44748.0,6216.0,59347.0
2020-02-22,40150.0,6580.0,56053.0
2020-02-23,31513.0,5994.0,43895.0
2020-02-24,40535.0,6177.0,53972.0
2020-02-25,36262.0,5287.0,47755.0
2020-02-26,45493.0,6839.0,61028.0
2020-02-27,49024.0,6866.0,63585.0
2020-02-28,48186.0,6778.0,62231.0
2020-02-29,30879.0,5476.0,41844.0
2020-03-01,31083.0,6070.0,42474.0
2020-03-02,34761.0,6318.0,48483.0
2020-03-03,43155.0,5841.0,50410.0
2020-03-04,34977.0,5593.0,46540.0
2020-03-05,43814.0,5831.0,51195.0
2020-03-06,45746.0,6173.0,57172.0
