,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2019-11-06,293695.0,71819.0,466955.0
2019-11-07,304712.0,73587.0,482830.0
2019-11-08,319770.0,74051.0,502471.0
2019-11-09,314186.0,73049.0,493685.0
2019-11-10,271358.0,68430.0,429975.0
2019-11-11,279492.0,72350.0,453362.0
2019-11-12,281512.0,69623.0,451280.0
2019-11-13,290686.0,70766.0,464165.0
2019-11-14,308825.0,74529.0,490788.0
2019-11-15,343872.0,78936.0,536956.0
2019-11-16,328843.0,75181.0,511505.0
2019-11-17,263169.0,69070.0,420430.0
2019-11-18,285580.0,72118.0,457682.0
2019-11-19,301555.0,73577.0,481423.0
2019-11-20,297382.0,72570.0,474241.0
2019-11-21,313482.0,76283.0,497601.0
2019-11-22,336180.0,79371.0,529542.0
2019-11-23,322179.0,76660.0,506230.0
2019-11-24,254760.0,67683.0,408916.0
2019-11-25,330457.0,83661.0,529255.0
2019-11-26,337927.0,86046.0,540548.0
2019-11-27,362771.0,95435.0,582070.0
2019-11-28,232198.0,63359.0,376123.0
2019-11-29,308111.0,72405.0,502806.0
2019-11-30,218078.0,57956.0,360770.0
2019-12-01,214762.0,45981.0,324907.0
2019-12-02,265617.0,55597.0,403940.0
2019-12-03,303781.0,61358.0,459920.0
2019-12-04,324561.0,65085.0,490425.0
2019-12-05,341649.0,66208.0,512244.0
2019-12-06,381477.0,70802.0,564143.0
2019-12-07,372101.0,68292.0,553934.0
2019-12-08,294505.0,60125.0,442580.0
2019-12-09,301692.0,60802.0,455026.0
2019-12-10,330194.0,65977.0,496571.0
2019-12-11,332906.0,65622.0,498920.0
2019-12-12,364005.0,70321.0,543800.0
2019-12-13,389079.0,71608.0,575431.0
2019-12-14,382235.0,72216.0,570924.0
2019-12-15,317279.0,64053.0,477552.0
2019-12-16,347677.0,72128.0,529054.0
2019-12-17,322358.0,64241.0,483646.0
2019-12-18,368285.0,74289.0,556456.0
2019-12-19,357718.0,72276.0,541128.0
2019-12-20,389919.0,74838.0,580838.0
2019-12-21,379362.0,75479.0,575776.0
2019-12-22,351365.0,71344.0,526475.0
2019-12-23,385196.0,83064.0,593909.0
2019-12-24,341310.0,80656.0,525752.0
2019-12-25,235393.0,47436.0,336123.0
2019-12-26,331338.0,63661.0,495170.0
2019-12-27,382282.0,70138.0,561715.0
2019-12-28,381179.0,67756.0,556021.0
2019-12-29,319681.0,60304.0,466830.0
2019-12-30,425672.0,81902.0,626948.0
2019-12-31,277778.0,66998.0,434880.0
2020-01-01,285878.0,52758.0,410696.0
2020-01-02,370776.0,74982.0,558410.0
